TXNAME	GENEID
lcl|BK006948.2_mrna_5591	YOR090C
lcl|BK006948.2_mrna_5592	YOR091W
lcl|BK006948.2_mrna_5593	YOR092W
lcl|BK006948.2_mrna_5594	YOR093C
lcl|BK006948.2_mrna_5595	YOR094W
lcl|BK006948.2_mrna_5596	YOR095C
lcl|BK006948.2_mrna_5597	YOR096W
lcl|BK006948.2_mrna_5598	YOR097C
lcl|BK006948.2_mrna_5599	YOR098C
lcl|BK006948.2_mrna_5600	YOR099W
lcl|BK006948.2_mrna_5601	YOR100C
lcl|BK006948.2_mrna_5602	YOR101W
lcl|BK006948.2_mrna_5603	YOR103C
lcl|BK006948.2_mrna_5604	YOR104W
lcl|BK006948.2_mrna_5605	YOR105W
lcl|BK006948.2_mrna_5606	YOR106W
lcl|BK006948.2_mrna_5607	YOR107W
lcl|BK006948.2_mrna_5608	YOR108W
lcl|BK006948.2_mrna_5609	YOR109W
lcl|BK006948.2_mrna_5610	YOR110W
lcl|BK006948.2_mrna_5611	YOR111W
lcl|BK006948.2_mrna_5612	YOR112W
lcl|BK006948.2_mrna_5613	YOR113W
lcl|BK006948.2_mrna_5614	YOR114W
lcl|BK006948.2_mrna_5615	YOR115C
lcl|BK006948.2_mrna_5616	YOR116C
lcl|BK006948.2_mrna_5617	YOR117W
lcl|BK006948.2_mrna_5618	YOR118W
lcl|BK006948.2_mrna_5619	YOR119C
lcl|BK006948.2_mrna_5620	YOR120W
lcl|BK006948.2_mrna_5621	YOR122C
lcl|BK006948.2_mrna_5622	YOR123C
lcl|BK006948.2_mrna_5623	YOR124C
lcl|BK006948.2_mrna_5624	YOR125C
lcl|BK006948.2_mrna_5625	YOR126C
lcl|BK006948.2_mrna_5626	YOR127W
lcl|BK006948.2_mrna_5627	YOR128C
lcl|BK006948.2_mrna_5628	YOR129C
lcl|BK006948.2_mrna_5629	YOR130C
lcl|BK006948.2_trna_5630	tD(GUC)O
lcl|BK006948.2_mrna_5631	YOR131C
lcl|BK006948.2_mrna_5632	YOR132W
lcl|BK006948.2_mrna_5633	YOR133W
lcl|BK006948.2_mrna_5634	YOR134W
lcl|BK006948.2_mrna_5635	YOR136W
lcl|BK006948.2_mrna_5636	YOR137C
lcl|BK006948.2_mrna_5637	YOR138C
lcl|BK006948.2_mrna_5638	YOR140W
lcl|BK006948.2_mrna_5639	YOR141C
lcl|BK006948.2_mrna_5640	YOR142W
lcl|BK006948.2_trna_5641	tG(CCC)O
lcl|BK006948.2_mrna_5642	YOR142W-B
lcl|BK006948.2_mrna_5643	YOR142W-A
lcl|BK006948.2_mrna_5644	YOR143C
lcl|BK006948.2_mrna_5645	YOR144C
lcl|BK006948.2_mrna_5646	YOR145C
lcl|BK006948.2_mrna_5647	YOR147W
lcl|BK006948.2_mrna_5648	YOR148C
lcl|BK006948.2_mrna_5649	YOR149C
lcl|BK006948.2_mrna_5650	YOR150W
lcl|BK006948.2_mrna_5651	YOR151C
lcl|BK006948.2_mrna_5652	YOR152C
lcl|BK006948.2_mrna_5653	YOR153W
lcl|BK006948.2_mrna_5654	YOR154W
lcl|BK006948.2_mrna_5655	YOR155C
lcl|BK006948.2_mrna_5656	YOR156C
lcl|BK006948.2_mrna_5657	YOR157C
lcl|BK006948.2_mrna_5658	YOR158W
lcl|BK006948.2_mrna_5659	YOR159C
lcl|BK006948.2_mrna_5660	YOR160W
lcl|BK006948.2_mrna_5661	YOR161C
lcl|BK006948.2_mrna_5662	YOR161C-C
lcl|BK006948.2_mrna_5663	YOR162C
lcl|BK006948.2_mrna_5664	YOR163W
lcl|BK006948.2_mrna_5665	YOR164C
lcl|BK006948.2_mrna_5666	YOR165W
lcl|BK006948.2_mrna_5667	YOR166C
lcl|BK006948.2_mrna_5668	YOR167C
lcl|BK006948.2_mrna_5669	YOR168W
lcl|BK006948.2_mrna_5670	YOR171C
lcl|BK006948.2_mrna_5671	YOR172W
lcl|BK006948.2_mrna_5672	YOR173W
lcl|BK006948.2_mrna_5673	YOR174W
lcl|BK006948.2_mrna_5674	YOR175C
lcl|BK006948.2_mrna_5675	YOR176W
lcl|BK006948.2_trna_5676	tV(AAC)O
lcl|BK006948.2_mrna_5677	YOR177C
lcl|BK006948.2_mrna_5678	YOR178C
lcl|BK006948.2_mrna_5679	YOR179C
lcl|BK006948.2_mrna_5680	YOR180C
lcl|BK006948.2_mrna_5681	YOR181W
lcl|BK006948.2_mrna_5682	YOR182C
lcl|BK006948.2_mrna_5683	YOR183W
lcl|BK006948.2_mrna_5684	YOR184W
lcl|BK006948.2_ncrna_5685	snR36
lcl|BK006948.2_mrna_5686	YOR185C
lcl|BK006948.2_mrna_5687	YOR186W
lcl|BK006948.2_mrna_5688	YOR187W
lcl|BK006948.2_mrna_5689	YOR188W
lcl|BK006948.2_mrna_5690	YOR189W
lcl|BK006948.2_mrna_5691	YOR190W
lcl|BK006948.2_mrna_5692	YOR191W
lcl|BK006948.2_mrna_5693	YOR192C
lcl|BK006948.2_mrna_5694	YOR192C-C
lcl|BK006948.2_mrna_5695	YOR192C-B
lcl|BK006948.2_mrna_5696	YOR192C-A
lcl|BK006948.2_trna_5697	tM(CAU)O1
lcl|BK006948.2_mrna_5698	YOR193W
lcl|BK006948.2_mrna_5699	YOR194C
lcl|BK006948.2_mrna_5700	YOR195W
lcl|BK006948.2_mrna_5701	YOR196C
lcl|BK006948.2_mrna_5702	YOR197W
lcl|BK006948.2_mrna_5703	YOR198C
lcl|BK006948.2_mrna_5704	YOR201C
lcl|BK006948.2_mrna_5705	YOR202W
lcl|BK006948.2_mrna_5706	YOR204W
lcl|BK006948.2_mrna_5707	YOR205C
lcl|BK006948.2_mrna_5708	YOR206W
lcl|BK006948.2_mrna_5709	YOR207C
lcl|BK006948.2_mrna_5710	YOR208W
lcl|BK006948.2_mrna_5711	YOR209C
lcl|BK006948.2_mrna_5712	YOR210W
lcl|BK006948.2_mrna_5713	YOR211C
lcl|BK006948.2_mrna_5714	YOR212W
lcl|BK006948.2_mrna_5715	YOR213C
lcl|BK006948.2_mrna_5716	YOR214C
lcl|BK006948.2_mrna_5717	YOR215C
lcl|BK006948.2_mrna_5718	YOR216C
lcl|BK006948.2_mrna_5719	YOR217W
lcl|BK006948.2_mrna_5720	YOR219C
lcl|BK006948.2_mrna_5721	YOR220W
lcl|BK006948.2_mrna_5722	YOR221C
lcl|BK006948.2_mrna_5723	YOR222W
lcl|BK006948.2_ncrna_5724	snR35
lcl|BK006948.2_mrna_5725	YOR223W
lcl|BK006948.2_mrna_5726	YOR224C
lcl|BK006948.2_mrna_5727	YOR226C
lcl|BK006948.2_mrna_5728	YOR227W
lcl|BK006948.2_mrna_5729	YOR228C
lcl|BK006948.2_mrna_5730	YOR229W
lcl|BK006948.2_mrna_5731	YOR230W
lcl|BK006948.2_mrna_5732	YOR231W
lcl|BK006948.2_mrna_5733	YOR232W
lcl|BK006948.2_mrna_5734	YOR233W
lcl|BK006948.2_mrna_5735	YOR234C
lcl|BK006948.2_mrna_5736	YOR235W
lcl|BK006948.2_ncrna_5737	snR17a
lcl|BK006948.2_mrna_5738	YOR236W
lcl|BK006948.2_mrna_5739	YOR237W
lcl|BK006948.2_mrna_5740	YOR238W
lcl|BK006948.2_mrna_5741	YOR239W
lcl|BK006948.2_mrna_5742	YOR241W
lcl|BK006948.2_mrna_5743	YOR242C
lcl|BK006948.2_mrna_5744	YOR243C
lcl|BK006948.2_mrna_5745	YOR244W
lcl|BK006948.2_mrna_5746	YOR245C
lcl|BK006948.2_mrna_5747	YOR246C
lcl|BK006948.2_mrna_5748	YOR247W
lcl|BK006948.2_mrna_5749	YOR249C
lcl|BK006948.2_mrna_5750	YOR250C
lcl|BK006948.2_mrna_5751	YOR251C
lcl|BK006948.2_mrna_5752	YOR252W
lcl|BK006948.2_mrna_5753	YOR253W
lcl|BK006948.2_mrna_5754	YOR254C
lcl|BK006948.2_mrna_5755	YOR255W
lcl|BK006948.2_mrna_5756	YOR256C
lcl|BK006948.2_mrna_5757	YOR257W
lcl|BK006948.2_mrna_5758	YOR258W
lcl|BK006948.2_mrna_5759	YOR259C
lcl|BK006948.2_mrna_5760	YOR260W
lcl|BK006948.2_mrna_5761	YOR261C
lcl|BK006948.2_mrna_5762	YOR262W
lcl|BK006948.2_mrna_5763	YOR264W
lcl|BK006948.2_mrna_5764	YOR265W
lcl|BK006948.2_mrna_5765	YOR266W
lcl|BK006948.2_mrna_5766	YOR267C
lcl|BK006948.2_mrna_5767	YOR268C
lcl|BK006948.2_mrna_5768	YOR269W
lcl|BK006948.2_mrna_5769	YOR270C
lcl|BK006948.2_mrna_5770	YOR271C
lcl|BK006948.2_ncrna_5771	snR8
lcl|BK006948.2_mrna_5772	YOR272W
lcl|BK006948.2_mrna_5773	YOR273C
lcl|BK006948.2_mrna_5774	YOR274W
lcl|BK006948.2_mrna_5775	YOR275C
lcl|BK006948.2_mrna_5776	YOR276W
lcl|BK006948.2_ncrna_5777	snR31
lcl|BK006948.2_ncrna_5778	snR5
lcl|BK006948.2_mrna_5779	YOR278W
lcl|BK006948.2_mrna_5780	YOR279C
lcl|BK006948.2_mrna_5781	YOR280C
lcl|BK006948.2_mrna_5782	YOR281C
lcl|BK006948.2_mrna_5783	YOR283W
lcl|BK006948.2_mrna_5784	YOR284W
lcl|BK006948.2_mrna_5785	YOR285W
lcl|BK006948.2_mrna_5786	YOR286W
lcl|BK006948.2_mrna_5787	YOR287C
lcl|BK006948.2_mrna_5788	YOR288C
lcl|BK006948.2_mrna_5789	YOR289W
lcl|BK006948.2_trna_5790	tA(UGC)O
lcl|BK006948.2_mrna_5791	YOR290C
lcl|BK006948.2_mrna_5792	YOR291W
lcl|BK006948.2_mrna_5793	YOR292C
lcl|BK006948.2_mrna_5794	YOR293W
lcl|BK006948.2_mrna_5795	YOR293C-A
lcl|BK006948.2_mrna_5796	YOR294W
lcl|BK006948.2_mrna_5797	YOR295W
lcl|BK006948.2_mrna_5798	YOR296W
lcl|BK006948.2_mrna_5799	YOR297C
lcl|BK006948.2_mrna_5800	YOR298W
lcl|BK006948.2_mrna_5801	YOR298C-A
lcl|BK006948.2_mrna_5802	YOR299W
lcl|BK006948.2_mrna_5803	YOR301W
lcl|BK006948.2_mrna_5804	YOR302W
lcl|BK006948.2_mrna_5805	YOR303W
lcl|BK006948.2_mrna_5806	YOR304W
lcl|BK006948.2_mrna_5807	YOR304C-A
lcl|BK006948.2_mrna_5808	YOR305W
lcl|BK006948.2_mrna_5809	YOR306C
lcl|BK006948.2_mrna_5810	YOR307C
lcl|BK006948.2_mrna_5811	YOR308C
lcl|BK006948.2_mrna_5812	YOR310C
lcl|BK006948.2_mrna_5813	YOR311C
lcl|BK006948.2_mrna_5814	YOR312C
lcl|BK006948.2_mrna_5815	YOR313C
lcl|BK006948.2_mrna_5816	YOR314W
lcl|BK006948.2_mrna_5817	YOR315W
lcl|BK006948.2_mrna_5818	YOR316C
lcl|BK006948.2_mrna_5819	YOR316C-A
lcl|BK006948.2_mrna_5820	YOR317W
lcl|BK006948.2_mrna_5821	YOR319W
lcl|BK006948.2_mrna_5822	YOR320C
lcl|BK006948.2_mrna_5823	YOR321W
lcl|BK006948.2_mrna_5824	YOR322C
lcl|BK006948.2_mrna_5825	YOR323C
lcl|BK006948.2_mrna_5826	YOR324C
lcl|BK006948.2_mrna_5827	YOR326W
lcl|BK006948.2_mrna_5828	YOR327C
lcl|BK006948.2_mrna_5829	YOR328W
lcl|BK006948.2_mrna_5830	YOR329C
lcl|BK006948.2_mrna_5831	YOR330C
lcl|BK006948.2_mrna_5832	YOR332W
lcl|BK006948.2_mrna_5833	YOR334W
lcl|BK006948.2_mrna_5834	YOR335C
lcl|BK006948.2_mrna_5835	YOR336W
lcl|BK006948.2_mrna_5836	YOR337W
lcl|BK006948.2_mrna_5837	YOR338W
lcl|BK006948.2_mrna_5838	YOR339C
lcl|BK006948.2_mrna_5839	YOR340C
lcl|BK006948.2_mrna_5840	YOR341W
lcl|BK006948.2_mrna_5841	YOR342C
lcl|BK006948.2_mrna_5842	YOR343C
lcl|BK006948.2_mrna_5843	YOR343W-B
lcl|BK006948.2_mrna_5844	YOR343W-A
lcl|BK006948.2_trna_5845	tM(CAU)O2
lcl|BK006948.2_mrna_5846	YOR344C
lcl|BK006948.2_trna_5847	tP(UGG)O3
lcl|BK006948.2_mrna_5848	YOR346W
lcl|BK006948.2_mrna_5849	YOR347C
lcl|BK006948.2_mrna_5850	YOR348C
lcl|BK006948.2_mrna_5851	YOR349W
lcl|BK006948.2_mrna_5852	YOR350C
lcl|BK006948.2_mrna_5853	YOR351C
lcl|BK006948.2_mrna_5854	YOR352W
lcl|BK006948.2_mrna_5855	YOR353C
lcl|BK006948.2_mrna_5856	YOR354C
lcl|BK006948.2_mrna_5857	YOR355W
lcl|BK006948.2_mrna_5858	YOR356W
lcl|BK006948.2_mrna_5859	YOR357C
lcl|BK006948.2_mrna_5860	YOR358W
lcl|BK006948.2_mrna_5861	YOR359W
lcl|BK006948.2_mrna_5862	YOR360C
lcl|BK006948.2_mrna_5863	YOR361C
lcl|BK006948.2_mrna_5864	YOR362C
lcl|BK006948.2_mrna_5865	YOR363C
lcl|BK006948.2_mrna_5866	YOR365C
lcl|BK006948.2_mrna_5867	YOR367W
lcl|BK006948.2_mrna_5868	YOR368W
lcl|BK006948.2_mrna_5869	YOR369C
lcl|BK006948.2_mrna_5870	YOR370C
lcl|BK006948.2_mrna_5871	YOR371C
lcl|BK006948.2_mrna_5872	YOR372C
lcl|BK006948.2_mrna_5873	YOR373W
lcl|BK006948.2_mrna_5874	YOR374W
lcl|BK006948.2_mrna_5875	YOR375C
lcl|BK006948.2_mrna_5876	YOR376W
lcl|BK006948.2_mrna_5877	YOR376W-A
lcl|BK006948.2_mrna_5878	YOR377W
lcl|BK006948.2_mrna_5879	YOR378W
lcl|BK006948.2_mrna_5880	YOR380W
lcl|BK006948.2_mrna_5881	YOR381W
lcl|BK006948.2_mrna_5882	YOR381W-A
lcl|BK006948.2_mrna_5883	YOR382W
lcl|BK006948.2_mrna_5884	YOR383C
lcl|BK006948.2_mrna_5885	YOR384W
lcl|BK006948.2_mrna_5886	YOR385W
lcl|BK006948.2_mrna_5887	YOR386W
lcl|BK006948.2_mrna_5888	YOR387C
lcl|BK006948.2_mrna_5889	YOR388C
lcl|BK006948.2_mrna_5890	YOR389W
lcl|BK006948.2_mrna_5891	YOR390W
lcl|BK006948.2_mrna_5892	YOR391C
lcl|BK006948.2_mrna_5893	YOR393W
lcl|BK006948.2_mrna_5894	YOR394W
lcl|BK006948.2_mrna_5895	YOR394C-A
lcl|BK006948.2_mrna_5896	YOR396W
lcl|BK006949.2_mrna_5897	YPL283C
lcl|BK006949.2_mrna_5898	YPL282C
lcl|BK006949.2_mrna_5899	YPL281C
lcl|BK006949.2_mrna_5900	YPL280W
lcl|BK006949.2_mrna_5901	YPL279C
lcl|BK006949.2_mrna_5902	YPL278C
lcl|BK006949.2_mrna_5903	YPL277C
lcl|BK006949.2_mrna_5904	YPL276W
lcl|BK006949.2_mrna_5905	YPL275W
lcl|BK006949.2_mrna_5906	YPL274W
lcl|BK006949.2_mrna_5907	YPL273W
lcl|BK006949.2_mrna_5908	YPL272C
lcl|BK006949.2_mrna_5909	YPL271W
lcl|BK006949.2_mrna_5910	YPL270W
lcl|BK006949.2_mrna_5911	YPL269W
lcl|BK006949.2_mrna_5912	YPL268W
lcl|BK006949.2_mrna_5913	YPL267W
lcl|BK006949.2_mrna_5914	YPL266W
lcl|BK006949.2_mrna_5915	YPL265W
lcl|BK006949.2_mrna_5916	YPL264C
lcl|BK006949.2_mrna_5917	YPL263C
lcl|BK006949.2_mrna_5918	YPL262W
lcl|BK006949.2_mrna_5919	YPL261C
lcl|BK006949.2_mrna_5920	YPL260W
lcl|BK006949.2_mrna_5921	YPL259C
lcl|BK006949.2_mrna_5922	YPL258C
lcl|BK006949.2_trna_5923	tW(CCA)P
lcl|BK006949.2_mrna_5924	YPL257W-B
lcl|BK006949.2_mrna_5925	YPL257W-A
lcl|BK006949.2_mrna_5926	YPL257W
lcl|BK006949.2_mrna_5927	YPL256C
lcl|BK006949.2_mrna_5928	YPL255W
lcl|BK006949.2_mrna_5929	YPL254W
lcl|BK006949.2_mrna_5930	YPL253C
lcl|BK006949.2_mrna_5931	YPL252C
lcl|BK006949.2_mrna_5932	YPL250C
lcl|BK006949.2_mrna_5933	YPL249C-A
lcl|BK006949.2_mrna_5934	YPL249C
lcl|BK006949.2_mrna_5935	YPL248C
lcl|BK006949.2_mrna_5936	YPL247C
lcl|BK006949.2_mrna_5937	YPL246C
lcl|BK006949.2_mrna_5938	YPL245W
lcl|BK006949.2_mrna_5939	YPL244C
lcl|BK006949.2_mrna_5940	YPL243W
lcl|BK006949.2_mrna_5941	YPL242C
lcl|BK006949.2_mrna_5942	YPL241C
lcl|BK006949.2_mrna_5943	YPL240C
lcl|BK006949.2_mrna_5944	YPL239W
lcl|BK006949.2_mrna_5945	YPL237W
lcl|BK006949.2_mrna_5946	YPL236C
lcl|BK006949.2_mrna_5947	YPL235W
lcl|BK006949.2_mrna_5948	YPL234C
lcl|BK006949.2_mrna_5949	YPL233W
lcl|BK006949.2_mrna_5950	YPL232W
lcl|BK006949.2_mrna_5951	YPL231W
lcl|BK006949.2_mrna_5952	YPL230W
lcl|BK006949.2_mrna_5953	YPL229W
lcl|BK006949.2_mrna_5954	YPL228W
lcl|BK006949.2_mrna_5955	YPL227C
lcl|BK006949.2_mrna_5956	YPL226W
lcl|BK006949.2_mrna_5957	YPL225W
lcl|BK006949.2_mrna_5958	YPL224C
lcl|BK006949.2_mrna_5959	YPL223C
lcl|BK006949.2_mrna_5960	YPL222W
lcl|BK006949.2_mrna_5961	YPL221W
lcl|BK006949.2_mrna_5962	YPL220W
lcl|BK006949.2_mrna_5963	YPL219W
lcl|BK006949.2_mrna_5964	YPL218W
lcl|BK006949.2_mrna_5965	YPL217C
lcl|BK006949.2_mrna_5966	YPL216W
lcl|BK006949.2_mrna_5967	YPL215W
lcl|BK006949.2_mrna_5968	YPL214C
lcl|BK006949.2_mrna_5969	YPL213W
lcl|BK006949.2_mrna_5970	YPL212C
lcl|BK006949.2_mrna_5971	YPL211W
lcl|BK006949.2_mrna_5972	YPL210C
lcl|BK006949.2_mrna_5973	YPL209C
lcl|BK006949.2_mrna_5974	YPL208W
lcl|BK006949.2_mrna_5975	YPL207W
lcl|BK006949.2_mrna_5976	YPL206C
lcl|BK006949.2_mrna_5977	YPL204W
lcl|BK006949.2_mrna_5978	YPL203W
lcl|BK006949.2_mrna_5979	YPL202C
lcl|BK006949.2_mrna_5980	YPL201C
lcl|BK006949.2_mrna_5981	YPL200W
lcl|BK006949.2_mrna_5982	YPL199C
lcl|BK006949.2_mrna_5983	YPL198W
lcl|BK006949.2_ncrna_5984	snR59
lcl|BK006949.2_mrna_5985	YPL196W
lcl|BK006949.2_mrna_5986	YPL195W
lcl|BK006949.2_mrna_5987	YPL194W
lcl|BK006949.2_mrna_5988	YPL193W
lcl|BK006949.2_mrna_5989	YPL192C
lcl|BK006949.2_mrna_5990	YPL191C
lcl|BK006949.2_mrna_5991	YPL190C
lcl|BK006949.2_mrna_5992	YPL189C-A
lcl|BK006949.2_mrna_5993	YPL189W
lcl|BK006949.2_mrna_5994	YPL188W
lcl|BK006949.2_mrna_5995	YPL187W
lcl|BK006949.2_mrna_5996	YPL186C
lcl|BK006949.2_mrna_5997	YPL184C
lcl|BK006949.2_mrna_5998	YPL183W-A
lcl|BK006949.2_mrna_5999	YPL183C
lcl|BK006949.2_mrna_6000	YPL181W
lcl|BK006949.2_mrna_6001	YPL180W
lcl|BK006949.2_mrna_6002	YPL179W
lcl|BK006949.2_trna_6003	tE(UUC)P
lcl|BK006949.2_mrna_6004	YPL178W
lcl|BK006949.2_mrna_6005	YPL177C
lcl|BK006949.2_mrna_6006	YPL176C
lcl|BK006949.2_mrna_6007	YPL175W
lcl|BK006949.2_mrna_6008	YPL174C
lcl|BK006949.2_mrna_6009	YPL173W
lcl|BK006949.2_mrna_6010	YPL172C
lcl|BK006949.2_mrna_6011	YPL171C
lcl|BK006949.2_mrna_6012	YPL170W
lcl|BK006949.2_mrna_6013	YPL169C
lcl|BK006949.2_mrna_6014	YPL168W
lcl|BK006949.2_mrna_6015	YPL167C
lcl|BK006949.2_mrna_6016	YPL166W
lcl|BK006949.2_mrna_6017	YPL165C
lcl|BK006949.2_mrna_6018	YPL164C
lcl|BK006949.2_mrna_6019	YPL163C
lcl|BK006949.2_mrna_6020	YPL162C
lcl|BK006949.2_mrna_6021	YPL161C
lcl|BK006949.2_mrna_6022	YPL160W
lcl|BK006949.2_mrna_6023	YPL159C
lcl|BK006949.2_mrna_6024	YPL158C
lcl|BK006949.2_mrna_6025	YPL157W
lcl|BK006949.2_mrna_6026	YPL156C
lcl|BK006949.2_mrna_6027	YPL155C
lcl|BK006949.2_mrna_6028	YPL154C
lcl|BK006949.2_mrna_6029	YPL153C
lcl|BK006949.2_mrna_6030	YPL152W-A
lcl|BK006949.2_mrna_6031	YPL152W
lcl|BK006949.2_mrna_6032	YPL151C
lcl|BK006949.2_mrna_6033	YPL150W
lcl|BK006949.2_mrna_6034	YPL149W
lcl|BK006949.2_mrna_6035	YPL148C
lcl|BK006949.2_mrna_6036	YPL147W
lcl|BK006949.2_mrna_6037	YPL146C
lcl|BK006949.2_mrna_6038	YPL145C
lcl|BK006949.2_mrna_6039	YPL144W
lcl|BK006949.2_ncrna_6040	snR17b
lcl|BK006949.2_mrna_6041	YPL143W
lcl|BK006949.2_mrna_6042	YPL141C
lcl|BK006949.2_mrna_6043	YPL140C
lcl|BK006949.2_mrna_6044	YPL139C
lcl|BK006949.2_mrna_6045	YPL138C
lcl|BK006949.2_mrna_6046	YPL137C
lcl|BK006949.2_mrna_6047	YPL135W
lcl|BK006949.2_mrna_6048	YPL134C
lcl|BK006949.2_mrna_6049	YPL133C
lcl|BK006949.2_mrna_6050	YPL132W
lcl|BK006949.2_mrna_6051	YPL131W
lcl|BK006949.2_mrna_6052	YPL130W
lcl|BK006949.2_mrna_6053	YPL129W
lcl|BK006949.2_mrna_6054	YPL128C
lcl|BK006949.2_mrna_6055	YPL127C
lcl|BK006949.2_mrna_6056	YPL126W
lcl|BK006949.2_mrna_6057	YPL125W
lcl|BK006949.2_mrna_6058	YPL124W
lcl|BK006949.2_mrna_6059	YPL123C
lcl|BK006949.2_mrna_6060	YPL122C
lcl|BK006949.2_mrna_6061	YPL121C
lcl|BK006949.2_mrna_6062	YPL120W
lcl|BK006949.2_mrna_6063	YPL119C-A
lcl|BK006949.2_mrna_6064	YPL119C
lcl|BK006949.2_mrna_6065	YPL118W
lcl|BK006949.2_mrna_6066	YPL117C
lcl|BK006949.2_mrna_6067	YPL116W
lcl|BK006949.2_mrna_6068	YPL115C
lcl|BK006949.2_mrna_6069	YPL113C
lcl|BK006949.2_mrna_6070	YPL112C
lcl|BK006949.2_trna_6071	tM(CAU)P
lcl|BK006949.2_mrna_6072	YPL111W
lcl|BK006949.2_mrna_6073	YPL110C
lcl|BK006949.2_mrna_6074	YPL109C
lcl|BK006949.2_mrna_6075	YPL108W
lcl|BK006949.2_mrna_6076	YPL107W
lcl|BK006949.2_mrna_6077	YPL106C
lcl|BK006949.2_mrna_6078	YPL105C
lcl|BK006949.2_mrna_6079	YPL104W
lcl|BK006949.2_mrna_6080	YPL103C
lcl|BK006949.2_mrna_6081	YPL101W
lcl|BK006949.2_mrna_6082	YPL100W
lcl|BK006949.2_mrna_6083	YPL099C
lcl|BK006949.2_mrna_6084	YPL098C
lcl|BK006949.2_mrna_6085	YPL097W
lcl|BK006949.2_mrna_6086	YPL096C-A
lcl|BK006949.2_mrna_6087	YPL096W
lcl|BK006949.2_mrna_6088	YPL095C
lcl|BK006949.2_mrna_6089	YPL094C
lcl|BK006949.2_mrna_6090	YPL093W
lcl|BK006949.2_mrna_6091	YPL092W
lcl|BK006949.2_mrna_6092	YPL091W
lcl|BK006949.2_mrna_6093	YPL090C
lcl|BK006949.2_mrna_6094	YPL089C
lcl|BK006949.2_mrna_6095	YPL088W
lcl|BK006949.2_mrna_6096	YPL087W
lcl|BK006949.2_mrna_6097	YPL086C
lcl|BK006949.2_mrna_6098	YPL085W
lcl|BK006949.2_mrna_6099	YPL084W
lcl|BK006949.2_mrna_6100	YPL083C
lcl|BK006949.2_mrna_6101	YPL082C
lcl|BK006949.2_mrna_6102	YPL081W
lcl|BK006949.2_mrna_6103	YPL080C
lcl|BK006949.2_mrna_6104	YPL079W
lcl|BK006949.2_mrna_6105	YPL078C
lcl|BK006949.2_mrna_6106	YPL077C
lcl|BK006949.2_mrna_6107	YPL076W
lcl|BK006949.2_mrna_6108	YPL075W
lcl|BK006949.2_mrna_6109	YPL074W
lcl|BK006949.2_mrna_6110	YPL072W
lcl|BK006949.2_mrna_6111	YPL071C
lcl|BK006949.2_mrna_6112	YPL070W
lcl|BK006949.2_mrna_6113	YPL069C
lcl|BK006949.2_mrna_6114	YPL068C
lcl|BK006949.2_mrna_6115	YPL067C
lcl|BK006949.2_mrna_6116	YPL066W
lcl|BK006949.2_mrna_6117	YPL065W
lcl|BK006949.2_mrna_6118	YPL064C
lcl|BK006949.2_mrna_6119	YPL063W
lcl|BK006949.2_mrna_6120	YPL062W
lcl|BK006949.2_mrna_6121	YPL061W
lcl|BK006949.2_mrna_6122	YPL060W
lcl|BK006949.2_trna_6123	tC(GCA)P1
lcl|BK006949.2_mrna_6124	YPL060C-A
lcl|BK006949.2_mrna_6125	YPL059W
lcl|BK006949.2_mrna_6126	YPL058C
lcl|BK006949.2_mrna_6127	YPL057C
lcl|BK006949.2_mrna_6128	YPL056C
lcl|BK006949.2_mrna_6129	YPL055C
lcl|BK006949.2_mrna_6130	YPL054W
lcl|BK006949.2_mrna_6131	YPL053C
lcl|BK006949.2_mrna_6132	YPL052W
lcl|BK006949.2_mrna_6133	YPL051W
lcl|BK006949.2_mrna_6134	YPL050C
lcl|BK006949.2_mrna_6135	YPL049C
lcl|BK006949.2_mrna_6136	YPL048W
lcl|BK006949.2_mrna_6137	YPL047W
lcl|BK006949.2_mrna_6138	YPL046C
lcl|BK006949.2_mrna_6139	YPL045W
lcl|BK006949.2_mrna_6140	YPL043W
lcl|BK006949.2_mrna_6141	YPL042C
lcl|BK006949.2_mrna_6142	YPL041C
lcl|BK006949.2_mrna_6143	YPL040C
lcl|BK006949.2_mrna_6144	YPL039W
lcl|BK006949.2_mrna_6145	YPL038W-A
lcl|BK006949.2_mrna_6146	YPL038W
lcl|BK006949.2_mrna_6147	YPL037C
lcl|BK006949.2_mrna_6148	YPL036W
lcl|BK006949.2_mrna_6149	YPL034W
lcl|BK006949.2_mrna_6150	YPL033C
lcl|BK006949.2_mrna_6151	YPL032C
lcl|BK006949.2_mrna_6152	YPL031C
lcl|BK006949.2_mrna_6153	YPL030W
lcl|BK006949.2_mrna_6154	YPL029W
lcl|BK006949.2_mrna_6155	YPL028W
lcl|BK006949.2_mrna_6156	YPL027W
lcl|BK006949.2_mrna_6157	YPL026C
lcl|BK006949.2_mrna_6158	YPL024W
lcl|BK006949.2_mrna_6159	YPL023C
lcl|BK006949.2_mrna_6160	YPL022W
lcl|BK006949.2_mrna_6161	YPL021W
lcl|BK006949.2_mrna_6162	YPL020C
lcl|BK006949.2_mrna_6163	YPL019C
lcl|BK006949.2_mrna_6164	YPL018W
lcl|BK006949.2_mrna_6165	YPL017C
lcl|BK006949.2_mrna_6166	YPL016W
lcl|BK006949.2_mrna_6167	YPL015C
lcl|BK006949.2_mrna_6168	YPL014W
lcl|BK006949.2_mrna_6169	YPL013C
